drill,hole,mse,adaptive_threshold,prediction,label,drill_lead_time
drill_4mm_09_batch_00_collet_1_31-01-2025,49,27.926924,0.007309,1.0,1,36
drill_4mm_09_batch_00_collet_1_31-01-2025,50,120.800766,0.007309,1.0,1,36
drill_4mm_09_batch_00_collet_1_31-01-2025,51,18.649426,0.007309,1.0,1,36
drill_4mm_10_batch_00_collet_1_04-02-2025,1,3.4433142e-05,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,2,1.4046495e-05,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,3,5.2286494e-05,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,4,0.016627546,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,5,0.004588333,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,6,0.2675445,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,7,0.45367044,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,8,0.9812217,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,9,2.3765838,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,10,1.0376669,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,11,2.2510874,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,12,2.445602,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,13,2.236193,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,14,2.535668,0.016386762,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,15,1.12628,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,16,1.9921001,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,17,2.2327044,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,18,3.134694,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,19,4.5371757,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,20,5.294851,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,21,4.3559475,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,22,3.6176562,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,23,3.4160848,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,24,3.7012494,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,25,3.9793487,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,26,3.3774967,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,27,4.0756617,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,28,5.1769385,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,29,5.8986993,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,30,5.1367607,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,31,4.0742273,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,32,4.7804527,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,33,4.1697454,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,34,2.7876408,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,35,4.2451086,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,36,4.414469,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,37,4.606791,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,38,5.418927,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,39,2.3977025,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,40,3.7579505,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,41,4.850854,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,42,4.9222083,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,43,4.867031,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,44,4.1516714,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,45,3.5576947,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,46,3.560407,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,47,3.7093332,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,48,4.4661617,0.016386762,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,49,3.9041464,0.016386762,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,50,3.112875,0.016386762,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,51,2.7076435,0.016386762,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,52,3.786035,0.016386762,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,53,3.0986447,0.016386762,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,54,3.228449,0.016386762,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,55,4.7646565,0.016386762,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,56,4.538439,0.016386762,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,57,4.757231,0.016386762,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,58,5.1765203,0.016386762,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,59,3.094087,0.016386762,1.0,1,44
drill_4mm_11_batch_00_collet_1_05-02-2025,1,0.00023827418,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,2,0.009482618,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,3,0.049526304,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,4,0.0033069572,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,5,0.0012364765,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,6,0.3504782,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,7,1.273073,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,8,2.358482,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,9,3.613657,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,10,6.7630086,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,11,6.80871,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,12,6.3742385,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,13,6.5384607,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,14,6.6983438,0.04872543,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,15,5.6538315,0.04872543,1.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,16,8.131267,0.04872543,1.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,17,4.223194,0.04872543,1.0,1,4
drill_4mm_11_batch_00_collet_1_05-02-2025,18,5.9379187,0.04872543,1.0,1,4
drill_4mm_11_batch_00_collet_1_05-02-2025,19,15.691584,0.04872543,1.0,1,4
drill_4mm_12_batch_01_collet_1_05-02-2025,1,0.00065967825,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,2,0.0012993882,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,3,0.0028750494,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,4,0.006150091,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,5,0.00039274042,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,6,3.025577,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,7,2.11077,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,8,4.6099243,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,9,7.1483045,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,10,20.026752,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,11,19.8467,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,12,31.905352,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,13,29.748186,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,14,31.325739,0.00608459,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,15,26.979868,0.00608459,1.0,1,2
drill_4mm_12_batch_01_collet_1_05-02-2025,16,25.519466,0.00608459,1.0,1,2
drill_4mm_12_batch_01_collet_1_05-02-2025,17,17.064804,0.00608459,1.0,1,2
drill_4mm_13_batch_01_collet_1_05-02-2025,1,2.4051214e-05,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,2,0.0003491983,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,3,0.004468365,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,4,0.0006223698,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,5,0.0003559883,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,6,1.4091905,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,7,1.9812434,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,8,4.4030204,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,9,5.115036,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,10,5.2963195,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,11,5.5424604,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,12,13.14292,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,13,5.40221,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,14,5.713995,0.0043914453,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,15,34.140755,0.0043914453,1.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,16,8.618688,0.0043914453,1.0,1,3
drill_4mm_13_batch_01_collet_1_05-02-2025,17,47.55903,0.0043914453,1.0,1,3
drill_4mm_13_batch_01_collet_1_05-02-2025,18,10.076481,0.0043914453,1.0,1,3
drill_4mm_14_batch_01_collet_1_06-02-2025,1,6.3250695e-06,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,2,0.0007496202,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,3,0.005051599,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,4,0.011739862,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,5,4.7768808e-05,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,6,1.7894721,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,7,2.113108,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,8,4.750532,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,9,6.878887,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,10,10.589267,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,11,13.159709,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,12,11.886764,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,13,64.097534,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,14,16.823236,0.011606097,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,15,15.480896,0.011606097,1.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,16,21.72907,0.011606097,1.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,17,14.95745,0.011606097,1.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,18,20.770578,0.011606097,1.0,1,6
drill_4mm_14_batch_01_collet_1_06-02-2025,19,32.16853,0.011606097,1.0,1,6
drill_4mm_14_batch_01_collet_1_06-02-2025,20,22.60165,0.011606097,1.0,1,6
drill_4mm_14_batch_01_collet_1_06-02-2025,21,20.355347,0.011606097,1.0,1,6
drill_4mm_15_batch_01_collet_1_06-02-2025,1,0.00065280416,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,2,0.006132338,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,3,0.0021681767,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,4,8.2492326e-05,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,5,7.261823e-05,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,6,2.6088498,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,7,7.0144753,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,8,1.8903996,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,9,4.0322056,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,10,5.4918637,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,11,6.0996857,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,12,6.3406363,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,13,14.466172,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,14,43.895,0.006053055,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,15,12.790428,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,16,11.551523,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,17,15.335536,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,18,16.592888,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,19,15.309701,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,20,17.039743,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,21,15.71844,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,22,20.87727,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,23,21.17515,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,24,24.017431,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,25,21.468367,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,26,21.857767,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,27,21.020498,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,28,23.899755,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,29,27.664152,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,30,22.568869,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,31,5.180087,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,32,8.567217,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,33,19.753534,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,34,18.169216,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,35,16.548016,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,36,14.014058,0.006053055,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,37,11.351736,0.006053055,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,38,7.7706814,0.006053055,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,39,7.693751,0.006053055,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,40,9.322222,0.006053055,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,41,15.889656,0.006053055,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,42,14.971699,0.006053055,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,43,10.621687,0.006053055,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,44,11.057801,0.006053055,1.0,1,29
drill_4mm_16_batch_01_collet_1_06-02-2025,1,4.992149e-05,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,2,0.0009254222,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,3,0.021582646,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,4,0.020180687,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,5,0.001089933,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,6,5.247395,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,7,7.592469,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,8,3.8929021,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,9,8.293419,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,10,11.203093,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,11,11.777021,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,12,13.382629,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,13,14.004771,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,14,20.189901,0.021554608,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,15,15.080366,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,16,20.451077,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,17,27.818714,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,18,20.204624,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,19,24.813211,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,20,25.861118,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,21,24.735575,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,22,28.309343,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,23,24.93852,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,24,22.38207,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,25,24.159525,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,26,22.937645,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,27,23.507492,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,28,26.762762,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,29,26.956621,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,30,11.369103,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,31,13.313448,0.021554608,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,32,13.175646,0.021554608,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,33,28.41014,0.021554608,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,34,11.127033,0.021554608,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,35,11.698479,0.021554608,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,36,14.062012,0.021554608,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,37,13.794063,0.021554608,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,38,17.890436,0.021554608,1.0,1,23
drill_4mm_17_batch_01_collet_1_06-02-2025,1,6.8569214e-05,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,2,2.496971e-05,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,3,0.0042221732,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,4,0.020506954,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,5,0.0034076117,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,6,0.35185346,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,7,0.8638854,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,8,0.8267161,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,9,3.1929584,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,10,2.1406865,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,11,1.5519985,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,12,1.7683227,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,13,6.5072603,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,14,4.1333337,0.02018126,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,15,2.7653608,0.02018126,1.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,16,5.5810003,0.02018126,1.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,17,3.0631227,0.02018126,1.0,1,4
drill_4mm_17_batch_01_collet_1_06-02-2025,18,3.616999,0.02018126,1.0,1,4
drill_4mm_17_batch_01_collet_1_06-02-2025,19,5.185003,0.02018126,1.0,1,4
drill_4mm_18_batch_01_collet_1_07-02-2025,1,0.0035540226,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,2,0.0007424068,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,3,2.7871272e-05,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,4,0.0012653203,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,5,8.2557264e-05,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,6,3.564718,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,7,1.1600245,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,8,2.8029885,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,9,3.7041585,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,10,3.4443283,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,11,4.162748,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,12,3.5743167,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,13,6.687606,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,14,5.995195,0.0035082486,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,15,6.525622,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,16,7.3009224,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,17,6.86827,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,18,8.478877,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,19,9.073903,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,20,8.459236,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,21,8.902725,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,22,8.964804,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,23,7.356588,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,24,7.6407084,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,25,7.8423185,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,26,5.680433,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,27,4.879471,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,28,6.3563647,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,29,6.9774194,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,30,10.839778,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,31,7.5832114,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,32,7.2340965,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,33,8.735756,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,34,5.3044887,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,35,8.8391,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,36,7.1765094,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,37,13.2745,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,38,10.562132,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,39,9.8979025,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,40,13.208748,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,41,14.804249,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,42,14.439508,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,43,17.558414,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,44,18.017721,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,45,13.667392,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,46,16.952044,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,47,20.880198,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,48,22.960377,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,49,22.355648,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,50,17.719788,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,51,24.968294,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,52,16.207834,0.0035082486,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,53,19.197569,0.0035082486,1.0,0,66
