drill,hole,score,prediction,label
drill_4mm_02,59,0.1015411764383316,1,0
drill_4mm_02,60,0.6613620519638062,1,0
drill_4mm_02,61,0.3564812242984772,1,0
drill_4mm_02,62,0.6912087202072144,1,0
drill_4mm_02,63,0.37905848026275635,1,0
drill_4mm_02,64,0.6308051943778992,1,0
drill_4mm_02,65,0.4282418191432953,1,0
drill_4mm_02,66,0.7756928205490112,1,0
drill_4mm_02,67,0.6376076340675354,1,0
drill_4mm_02,68,0.8384427428245544,1,0
drill_4mm_02,69,0.7188807725906372,1,0
drill_4mm_02,70,0.6131696105003357,1,0
drill_4mm_02,71,0.5921796560287476,1,0
drill_4mm_02,72,0.7864687442779541,1,0
drill_4mm_02,73,0.7864687442779541,1,0
drill_4mm_02,74,0.8849741220474243,1,0
drill_4mm_02,75,0.8165585994720459,1,0
drill_4mm_02,76,0.8430769443511963,1,0
drill_4mm_02,77,0.8826135396957397,1,0
drill_4mm_02,78,0.772674024105072,1,0
drill_4mm_02,79,0.4281538724899292,1,0
drill_4mm_02,80,0.3018777668476105,1,0
drill_4mm_02,81,0.6671786308288574,1,0
drill_4mm_02,82,0.7179797291755676,1,0
drill_4mm_02,83,0.35783377289772034,1,0
drill_4mm_02,84,0.4951890707015991,1,0
drill_4mm_02,85,0.22202962636947632,1,0
drill_4mm_02,86,0.5467967391014099,1,1
drill_4mm_02,87,0.20693649351596832,1,1
drill_4mm_02,88,0.33485209941864014,1,1
drill_4mm_02,89,0.2523185610771179,1,1
drill_4mm_02,90,0.7390149831771851,1,1
drill_4mm_02,91,0.4546045660972595,1,1
drill_4mm_02,92,0.7862250208854675,1,1
drill_4mm_02,93,0.7043781876564026,1,1
drill_4mm_02,94,0.5896337628364563,1,1
drill_4mm_02,95,0.2729661464691162,1,1
drill_4mm_02,96,0.4651830196380615,1,1
drill_4mm_02,97,0.19568940997123718,1,1
drill_4mm_02,98,0.2083493024110794,1,1
drill_4mm_02,99,0.0604364350438118,0,1
drill_4mm_02,100,0.10937558859586716,0,1
drill_4mm_02,101,0.1704506278038025,1,1
drill_4mm_02,102,0.5697238445281982,1,1
drill_4mm_02,103,0.2160302847623825,1,1
drill_4mm_02,104,0.45580312609672546,1,1
drill_4mm_02,105,0.3827166259288788,1,1
drill_4mm_02,106,0.206352099776268,1,1
drill_4mm_03,1,0.003593257861211896,0,0
drill_4mm_03,2,0.004850381053984165,0,0
drill_4mm_03,3,0.010539533570408821,0,0
drill_4mm_03,4,0.014079993590712547,0,0
drill_4mm_03,5,0.012344295158982277,0,0
drill_4mm_03,6,0.008879258297383785,0,0
drill_4mm_03,7,0.015012463554739952,0,0
drill_4mm_03,8,0.016265103593468666,0,0
drill_4mm_03,9,0.02188294567167759,0,0
drill_4mm_03,10,0.06164886802434921,0,0
drill_4mm_03,11,0.08069401979446411,0,0
drill_4mm_03,12,0.08660440146923065,0,0
drill_4mm_03,13,0.07329709827899933,0,0
drill_4mm_03,14,0.5147387981414795,0,0
drill_4mm_03,15,0.40181729197502136,1,0
drill_4mm_03,16,0.3906371295452118,1,0
drill_4mm_03,17,0.1302814483642578,1,0
drill_4mm_03,18,0.5695299506187439,1,0
drill_4mm_03,19,0.09605390578508377,0,0
drill_4mm_03,20,0.4472947120666504,0,0
drill_4mm_03,21,0.6751792430877686,1,1
drill_4mm_03,22,0.8129217624664307,1,1
drill_4mm_03,23,0.5541239976882935,1,1
drill_4mm_03,24,0.34138017892837524,1,1
drill_4mm_03,25,0.5746678113937378,1,1
drill_4mm_04,1,0.007685385178774595,0,0
drill_4mm_04,2,0.00833933800458908,0,0
drill_4mm_04,3,0.012220576405525208,0,0
drill_4mm_04,4,0.6854075193405151,0,0
drill_4mm_04,5,0.29323306679725647,0,0
drill_4mm_04,6,0.14084748923778534,0,0
drill_4mm_04,7,0.04376276209950447,0,0
drill_4mm_04,8,0.11233127117156982,0,0
drill_4mm_04,9,0.1401427686214447,0,0
drill_4mm_04,10,0.03957807645201683,0,0
drill_4mm_04,11,0.0500306561589241,0,0
drill_4mm_04,12,0.3782000243663788,0,0
drill_4mm_04,13,0.09752009809017181,0,0
drill_4mm_04,14,0.22115081548690796,0,0
drill_4mm_04,15,0.2288227528333664,0,0
drill_4mm_04,16,0.10394878685474396,0,0
drill_4mm_04,17,0.4276132583618164,0,0
drill_4mm_04,18,0.28949835896492004,0,0
drill_4mm_04,19,0.13892769813537598,0,0
drill_4mm_04,20,0.4243174195289612,0,0
drill_4mm_04,21,0.5335488319396973,0,0
drill_4mm_04,22,0.4724235236644745,0,0
drill_4mm_04,23,0.09029620885848999,0,0
drill_4mm_04,24,0.1552349478006363,0,0
drill_4mm_04,25,0.3238426148891449,0,0
drill_4mm_04,26,0.3842885196208954,0,0
drill_4mm_04,27,0.376812219619751,0,1
drill_4mm_04,28,0.5104773044586182,0,1
drill_4mm_04,29,0.1472836136817932,0,1
drill_4mm_04,30,0.13072003424167633,0,1
drill_4mm_04,31,0.942916989326477,0,1
drill_4mm_04,32,0.5173339247703552,0,1
drill_4mm_05,1,0.008061548694968224,0,0
drill_4mm_05,2,0.006691111251711845,0,0
drill_4mm_05,3,0.013331901282072067,0,0
drill_4mm_05,4,0.010265074670314789,0,0
drill_4mm_05,5,0.03788425028324127,0,0
drill_4mm_05,6,0.04218391701579094,0,0
drill_4mm_05,7,0.9636999368667603,0,0
drill_4mm_05,8,0.29592251777648926,1,0
drill_4mm_05,9,0.06909648329019547,0,0
drill_4mm_05,10,0.06131436675786972,0,0
drill_4mm_05,11,0.13055500388145447,0,0
drill_4mm_05,12,0.14851035177707672,1,0
drill_4mm_05,13,0.0885743498802185,0,0
drill_4mm_05,14,0.1273142695426941,0,0
drill_4mm_05,15,0.17188893258571625,1,0
drill_4mm_05,16,0.350139856338501,1,0
drill_4mm_05,17,0.3122173547744751,1,0
drill_4mm_05,18,0.04266330227255821,0,1
drill_4mm_05,19,0.8725373148918152,0,1
drill_4mm_05,20,0.043165646493434906,0,1
