drill,hole,score,label,threshold,prediction,drill_lead_time
drill_4mm_10_batch_00_collet_1_04-02-2025,22,0.87231433,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,23,0.71058995,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,24,0.65534586,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,25,0.12288656,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,26,0.8982229,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,27,0.6426085,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,28,0.7073577,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,29,0.4227021,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,30,0.25597277,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,31,0.41588917,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,32,0.15363967,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,33,0.45742932,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,34,0.21216772,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,35,0.38274935,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,36,0.15581778,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,37,0.09581951,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,38,0.39607835,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,39,0.78149277,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,40,0.4927197,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,41,0.1946975,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,42,0.678397,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,43,0.82315296,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,44,0.8140666,0,0.7466241121292114,1,15
drill_4mm_10_batch_00_collet_1_04-02-2025,45,0.5647036,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,46,0.87425363,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,47,0.79427934,0,0.7466241121292114,1,15
drill_4mm_10_batch_00_collet_1_04-02-2025,48,0.63033843,0,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,49,0.4679745,1,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,50,0.9005707,1,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,51,0.9033813,1,0.7466241121292114,1,15
drill_4mm_10_batch_00_collet_1_04-02-2025,52,0.3939026,1,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,53,0.60495406,1,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,54,0.802254,1,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,55,0.7331588,1,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,56,0.67401975,1,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,57,0.9266108,1,0.7466241121292114,0,15
drill_4mm_10_batch_00_collet_1_04-02-2025,58,0.92627597,1,0.7466241121292114,1,15
drill_4mm_10_batch_00_collet_1_04-02-2025,59,0.9003189,1,0.7466241121292114,1,15
drill_4mm_11_batch_00_collet_1_05-02-2025,1,0.006991456,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,2,0.00095824164,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,3,0.0045866347,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,4,0.024281682,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,5,0.02746988,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,6,0.09823443,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,7,0.051206004,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,8,0.032790717,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,9,0.027484728,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,10,0.11155512,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,11,0.066138975,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,12,0.10345749,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,13,0.03590406,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,14,0.44447505,0,0.1,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,15,0.5024654,0,0.1,1,4
drill_4mm_11_batch_00_collet_1_05-02-2025,16,0.97340775,0,0.1,1,4
drill_4mm_11_batch_00_collet_1_05-02-2025,17,0.90637106,1,0.1,1,4
drill_4mm_11_batch_00_collet_1_05-02-2025,18,0.868821,1,0.1,1,4
drill_4mm_11_batch_00_collet_1_05-02-2025,19,0.8596209,1,0.1,1,4
drill_4mm_12_batch_01_collet_1_05-02-2025,1,0.036677755,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,2,0.00351377,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,3,0.0015178322,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,4,0.001069703,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,5,0.0019556864,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,6,0.0030273641,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,7,0.0074737445,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,8,0.010077173,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,9,0.011789358,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,10,0.032515563,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,11,0.036884133,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,12,0.022063639,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,13,0.039327566,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,14,0.05495174,0,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,15,0.25516993,1,0.1,0,1
drill_4mm_12_batch_01_collet_1_05-02-2025,16,0.51932013,1,0.1,1,1
drill_4mm_12_batch_01_collet_1_05-02-2025,17,0.62579846,1,0.1,1,1
drill_4mm_13_batch_01_collet_1_05-02-2025,1,0.019184355,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,2,0.003671405,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,3,0.038163368,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,4,0.0029455938,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,5,0.020154051,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,6,0.1655604,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,7,0.023855584,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,8,0.107368454,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,9,0.022549728,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,10,0.03603459,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,11,0.021255862,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,12,0.004108805,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,13,0.018691499,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,14,0.1631942,0,0.1,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,15,0.2439076,0,0.1,1,3
drill_4mm_13_batch_01_collet_1_05-02-2025,16,0.53163177,1,0.1,1,3
drill_4mm_13_batch_01_collet_1_05-02-2025,17,0.7555886,1,0.1,1,3
drill_4mm_13_batch_01_collet_1_05-02-2025,18,0.64003336,1,0.1,1,3
drill_4mm_14_batch_01_collet_1_06-02-2025,1,0.014519428,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,2,0.0008004649,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,3,0.0017830464,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,4,0.001519161,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,5,0.00383837,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,6,0.0040198583,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,7,0.0042170356,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,8,0.0021806601,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,9,0.09291021,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,10,0.24450143,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,11,0.22409019,0,0.1,1,10
drill_4mm_14_batch_01_collet_1_06-02-2025,12,0.06066703,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,13,0.93343693,0,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,14,0.8784076,0,0.1,1,10
drill_4mm_14_batch_01_collet_1_06-02-2025,15,0.14251228,0,0.1,1,10
drill_4mm_14_batch_01_collet_1_06-02-2025,16,0.23837508,0,0.1,1,10
drill_4mm_14_batch_01_collet_1_06-02-2025,17,0.13741326,0,0.1,1,10
drill_4mm_14_batch_01_collet_1_06-02-2025,18,0.0976512,1,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,19,0.1826366,1,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,20,0.0623517,1,0.1,0,10
drill_4mm_14_batch_01_collet_1_06-02-2025,21,0.88701004,1,0.1,0,10
drill_4mm_15_batch_01_collet_1_06-02-2025,1,0.12191399,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,2,0.0031141734,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,3,0.0059154527,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,4,0.8711464,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,5,0.23713551,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,6,0.0030450008,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,7,0.48264292,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,8,0.33988136,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,9,0.7963123,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,10,0.10591699,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,11,0.037989303,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,12,0.18342365,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,13,0.34141898,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,14,0.82807577,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,15,0.4964705,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,16,0.20612225,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,17,0.18795031,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,18,0.20219259,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,19,0.11124431,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,20,0.15455866,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,21,0.078172535,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,22,0.060149163,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,23,0.0402991,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,24,0.051197015,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,25,0.020896798,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,26,0.11322933,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,27,0.058407463,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,28,0.097800404,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,29,0.08793587,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,30,0.017406743,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,31,0.5231981,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,32,0.507361,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,33,0.7694319,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,34,0.21960588,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,35,0.2669077,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,36,0.41305318,0,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,37,0.95309925,1,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,38,0.8027519,1,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,39,0.5625229,1,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,40,0.56118745,1,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,41,0.41253743,1,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,42,0.35376745,1,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,43,0.8676175,1,0.8077453374862671,0,0
drill_4mm_15_batch_01_collet_1_06-02-2025,44,0.81228316,1,0.8077453374862671,1,0
drill_4mm_16_batch_01_collet_1_06-02-2025,1,0.0040054643,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,2,0.0006120128,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,3,0.0010881993,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,4,0.0010621895,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,5,0.0035982665,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,6,0.0054533156,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,7,0.34050927,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,8,0.0049363733,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,9,0.016274545,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,10,0.03293072,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,11,0.101131745,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,12,0.029456798,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,13,0.0141709605,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,14,0.66049427,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,15,0.14327894,0,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,16,0.1901813,0,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,17,0.27447104,0,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,18,0.568373,0,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,19,0.16588679,0,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,20,0.023623468,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,21,0.009688253,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,22,0.07976845,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,23,0.033539962,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,24,0.03250141,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,25,0.025953246,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,26,0.009096416,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,27,0.03042927,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,28,0.013076274,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,29,0.24378957,0,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,30,0.52277005,0,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,31,0.20122291,0,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,32,0.050710507,1,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,33,0.93081874,1,0.1,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,34,0.69441855,1,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,35,0.3119098,1,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,36,0.2005338,1,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,37,0.3343023,1,0.1,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,38,0.8376835,1,0.1,1,23
drill_4mm_17_batch_01_collet_1_06-02-2025,1,0.9132481,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,2,0.028133411,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,3,0.003388588,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,4,0.005384512,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,5,0.01899807,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,6,0.0029465505,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,7,0.0642059,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,8,0.0018578565,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,9,0.8964708,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,10,0.6873118,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,11,0.016066447,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,12,0.03744086,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,13,0.8700604,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,14,0.958584,0,0.8247367143630981,1,5
drill_4mm_17_batch_01_collet_1_06-02-2025,15,0.13586631,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,16,0.57100827,0,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,17,0.22218037,1,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,18,0.07081275,1,0.8247367143630981,0,5
drill_4mm_17_batch_01_collet_1_06-02-2025,19,0.142959,1,0.8247367143630981,0,5
drill_4mm_18_batch_01_collet_1_07-02-2025,1,0.0027043908,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,2,0.0035037266,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,3,0.33506826,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,4,0.0022244481,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,5,0.0022031425,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,6,0.0013481138,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,7,0.005360402,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,8,0.0013296746,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,9,0.0014116518,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,10,0.013725799,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,11,0.0042298096,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,12,0.006039041,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,13,0.007833792,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,14,0.015839517,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,15,0.005655021,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,16,0.0059835115,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,17,0.005902093,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,18,0.0059835115,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,19,0.005851347,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,20,0.0039972584,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,21,0.0052768216,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,22,0.0047096643,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,23,0.0073743025,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,24,0.007142732,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,25,0.0128451,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,26,0.006716687,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,27,0.0027705256,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,28,0.024967698,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,29,0.0032456827,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,30,0.059768666,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,31,0.011747318,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,32,0.018015366,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,33,0.09541696,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,34,0.0011333816,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,35,0.0029242197,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,36,0.0018253833,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,37,0.12211605,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,38,0.19901368,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,39,0.06108931,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,40,0.08206145,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,41,0.06480224,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,42,0.29384255,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,43,0.6615194,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,44,0.6829337,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,45,0.8717029,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,46,0.6783317,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,47,0.5966946,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,48,0.67743814,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,49,0.36268422,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,50,0.09243355,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,51,0.50623596,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,52,0.63074934,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,53,0.7669255,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,54,0.062632434,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,55,0.60465235,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,56,0.2717616,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,57,0.3742823,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,58,0.09108275,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,59,0.44553876,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,60,0.48055887,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,61,0.5377032,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,62,0.60112447,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,63,0.3607023,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,64,0.5127279,0,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,65,0.2520021,0,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,66,0.60873085,1,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,67,0.3988961,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,68,0.6466703,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,69,0.6210025,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,70,0.585627,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,71,0.44864735,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,72,0.53936243,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,73,0.26796553,1,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,74,0.3861473,1,0.3019118309020996,0,37
drill_4mm_18_batch_01_collet_1_07-02-2025,75,0.6555003,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,76,0.8403163,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,77,0.40120858,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,78,0.9220419,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,79,0.8823101,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,80,0.940799,1,0.3019118309020996,1,37
drill_4mm_18_batch_01_collet_1_07-02-2025,81,0.88395536,1,0.3019118309020996,1,37
drill_4mm_19_batch_02_collet_1_13-02-2025,1,0.004717234,0,0.1168266236782074,0,42
