drill,hole,hybrid_mse,prediction,label
drill_4mm_15,59,23.7703800201416,1,0
drill_4mm_15,60,25.291690826416016,1,0
drill_4mm_15,61,25.032182693481445,1,0
drill_4mm_15,62,25.595815658569336,1,0
drill_4mm_15,63,26.775733947753906,1,0
drill_4mm_15,64,28.395116806030273,1,0
drill_4mm_15,65,28.36808967590332,1,0
drill_4mm_15,66,28.483949661254883,1,1
drill_4mm_15,67,29.148588180541992,1,1
drill_4mm_15,68,30.94474983215332,1,1
drill_4mm_15,69,30.218387603759766,1,1
drill_4mm_15,70,29.73556137084961,1,1
drill_4mm_15,71,30.54730796813965,1,1
drill_4mm_15,72,31.350200653076172,1,1
drill_4mm_15,73,32.01638412475586,1,1
drill_4mm_15,74,32.712345123291016,1,1
drill_4mm_15,75,28.818511962890625,1,1
drill_4mm_15,76,29.218074798583984,1,1
drill_4mm_15,77,31.502422332763672,1,1
drill_4mm_15,78,24.020200729370117,1,1
drill_4mm_15,79,24.515666961669922,1,1
drill_4mm_15,80,22.899240493774414,1,1
drill_4mm_15,81,22.533843994140625,1,1
drill_4mm_16,1,0.0,0,0
drill_4mm_16,2,0.0,0,0
drill_4mm_16,3,0.0,0,0
drill_4mm_16,4,0.0,0,0
drill_4mm_16,5,0.0,0,0
drill_4mm_16,6,0.0,0,0
drill_4mm_16,7,0.0,0,0
drill_4mm_16,8,0.0,0,0
drill_4mm_16,9,0.0,0,0
drill_4mm_16,10,1.444732666015625,0,0
drill_4mm_16,11,10.476423263549805,0,0
drill_4mm_16,12,6.761944770812988,0,0
drill_4mm_16,13,20.20878028869629,0,0
drill_4mm_16,14,11.2335786819458,0,0
drill_4mm_16,15,22.60454750061035,0,0
drill_4mm_16,16,22.545372009277344,0,0
drill_4mm_16,17,37.04168701171875,0,0
drill_4mm_16,18,65.9310531616211,1,0
drill_4mm_16,19,145.1566619873047,1,0
drill_4mm_16,20,184.1394500732422,1,0
drill_4mm_16,21,231.74557495117188,1,0
drill_4mm_16,22,258.2035217285156,1,0
drill_4mm_16,23,300.2126159667969,1,0
drill_4mm_16,24,306.47705078125,1,0
drill_4mm_16,25,325.6629333496094,1,0
drill_4mm_16,26,266.5408020019531,1,0
drill_4mm_16,27,261.1024169921875,1,0
