drill,hole,hybrid_mse,adaptive_threshold,prediction,label,drill_lead_time
drill_4mm_07_batch_00_collet_1_31-01-2025,22,8.822062,0.0072301147,1.0,0,17
drill_4mm_07_batch_00_collet_1_31-01-2025,23,10.297649,0.0072301147,1.0,0,17
drill_4mm_07_batch_00_collet_1_31-01-2025,24,12.305147,0.0072301147,1.0,0,17
drill_4mm_07_batch_00_collet_1_31-01-2025,25,12.640525,0.0072301147,1.0,0,17
drill_4mm_07_batch_00_collet_1_31-01-2025,26,13.975358,0.0072301147,1.0,0,17
drill_4mm_07_batch_00_collet_1_31-01-2025,27,13.351477,0.0072301147,1.0,1,17
drill_4mm_07_batch_00_collet_1_31-01-2025,28,13.249074,0.0072301147,1.0,1,17
drill_4mm_07_batch_00_collet_1_31-01-2025,29,13.487809,0.0072301147,1.0,1,17
drill_4mm_07_batch_00_collet_1_31-01-2025,30,12.920105,0.0072301147,1.0,1,17
drill_4mm_07_batch_00_collet_1_31-01-2025,31,5.6392446,0.0072301147,1.0,1,17
drill_4mm_07_batch_00_collet_1_31-01-2025,32,5.26407,0.0072301147,1.0,1,17
drill_4mm_08_batch_00_collet_1_31-01-2025,1,0.00029537716,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,2,0.00056668307,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,3,0.0037834747,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,4,0.0016187935,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,5,5.8606412e-05,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,6,1.1409447,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,7,16.36969,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,8,4.4251823,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,9,5.8167005,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,10,6.951968,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,11,10.896788,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,12,10.239437,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,13,8.26591,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,14,7.408998,0.003740181,0.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,15,8.67451,0.003740181,1.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,16,20.733759,0.003740181,1.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,17,7.761572,0.003740181,1.0,0,6
drill_4mm_08_batch_00_collet_1_31-01-2025,18,9.823604,0.003740181,1.0,1,6
drill_4mm_08_batch_00_collet_1_31-01-2025,19,18.525475,0.003740181,1.0,1,6
