fpr,tpr
0.0,0.0
0.0,0.006756756756756757
0.0,0.02027027027027027
0.0015772870662460567,0.02027027027027027
0.0015772870662460567,0.02702702702702703
0.00473186119873817,0.02702702702702703
0.00473186119873817,0.033783783783783786
0.011041009463722398,0.033783783783783786
0.011041009463722398,0.04054054054054054
0.015772870662460567,0.04054054054054054
0.015772870662460567,0.0472972972972973
0.017350157728706624,0.0472972972972973
0.017350157728706624,0.05405405405405406
0.02050473186119874,0.05405405405405406
0.02050473186119874,0.060810810810810814
0.022082018927444796,0.060810810810810814
0.022082018927444796,0.06756756756756757
0.025236593059936908,0.06756756756756757
0.025236593059936908,0.08783783783783784
0.026813880126182965,0.08783783783783784
0.026813880126182965,0.0945945945945946
0.02996845425867508,0.0945945945945946
0.02996845425867508,0.10135135135135136
0.031545741324921134,0.10135135135135136
0.031545741324921134,0.11486486486486487
0.03627760252365931,0.11486486486486487
0.03627760252365931,0.12162162162162163
0.04258675078864353,0.12162162162162163
0.04258675078864353,0.13513513513513514
0.0473186119873817,0.13513513513513514
0.0473186119873817,0.14189189189189189
0.04889589905362776,0.14189189189189189
0.04889589905362776,0.14864864864864866
0.052050473186119876,0.14864864864864866
0.052050473186119876,0.1554054054054054
0.05362776025236593,0.1554054054054054
0.05362776025236593,0.16216216216216217
0.056782334384858045,0.16216216216216217
0.056782334384858045,0.16891891891891891
0.06466876971608833,0.16891891891891891
0.06466876971608833,0.17567567567567569
0.0694006309148265,0.17567567567567569
0.0694006309148265,0.18243243243243243
0.07255520504731862,0.18243243243243243
0.07255520504731862,0.19594594594594594
0.07413249211356467,0.19594594594594594
0.07413249211356467,0.20270270270270271
0.07728706624605679,0.20270270270270271
0.07728706624605679,0.21621621621621623
0.08201892744479496,0.21621621621621623
0.08201892744479496,0.22972972972972974
0.08517350157728706,0.22972972972972974
0.08517350157728706,0.23648648648648649
0.08675078864353312,0.23648648648648649
0.08675078864353312,0.25
0.0946372239747634,0.25
0.0946372239747634,0.25675675675675674
0.09621451104100946,0.25675675675675674
0.09936908517350158,0.25675675675675674
0.09936908517350158,0.2702702702702703
0.10094637223974763,0.2702702702702703
0.10094637223974763,0.27702702702702703
0.10410094637223975,0.27702702702702703
0.10410094637223975,0.2905405405405405
0.11198738170347003,0.2905405405405405
0.11198738170347003,0.2972972972972973
0.11356466876971609,0.2972972972972973
0.11356466876971609,0.30405405405405406
0.11514195583596215,0.30405405405405406
0.11514195583596215,0.3310810810810811
0.11987381703470032,0.3310810810810811
0.11987381703470032,0.36486486486486486
0.12145110410094637,0.36486486486486486
0.12145110410094637,0.3783783783783784
0.12460567823343849,0.3783783783783784
0.12460567823343849,0.39864864864864863
0.13564668769716087,0.39864864864864863
0.13564668769716087,0.40540540540540543
0.13722397476340695,0.40540540540540543
0.13722397476340695,0.41216216216216217
0.138801261829653,0.41216216216216217
0.138801261829653,0.4189189189189189
0.14353312302839116,0.4189189189189189
0.14353312302839116,0.42567567567567566
0.16246056782334384,0.42567567567567566
0.16246056782334384,0.43243243243243246
0.17034700315457413,0.43243243243243246
0.17034700315457413,0.4391891891891892
0.1750788643533123,0.4391891891891892
0.1750788643533123,0.44594594594594594
0.17981072555205047,0.44594594594594594
0.17981072555205047,0.4527027027027027
0.1829652996845426,0.4527027027027027
0.1829652996845426,0.46621621621621623
0.1861198738170347,0.46621621621621623
0.1861198738170347,0.4797297297297297
0.1892744479495268,0.4797297297297297
0.1892744479495268,0.4864864864864865
0.19558359621451105,0.4864864864864865
0.19558359621451105,0.49324324324324326
0.1971608832807571,0.49324324324324326
0.1971608832807571,0.5
0.20031545741324921,0.5
0.20031545741324921,0.5067567567567568
0.20189274447949526,0.5067567567567568
0.20189274447949526,0.5202702702702703
0.20662460567823343,0.5202702702702703
0.20662460567823343,0.527027027027027
0.2082018927444795,0.527027027027027
0.2082018927444795,0.5337837837837838
0.20977917981072555,0.5337837837837838
0.20977917981072555,0.5405405405405406
0.21293375394321767,0.5405405405405406
0.21293375394321767,0.5472972972972973
0.2192429022082019,0.5472972972972973
0.2192429022082019,0.5540540540540541
0.22870662460567823,0.5540540540540541
0.22870662460567823,0.5743243243243243
0.2302839116719243,0.5743243243243243
0.2302839116719243,0.581081081081081
0.2334384858044164,0.581081081081081
0.2334384858044164,0.5945945945945946
0.23817034700315456,0.5945945945945946
0.23817034700315456,0.6013513513513513
0.23974763406940064,0.6013513513513513
0.23974763406940064,0.6081081081081081
0.24290220820189273,0.6081081081081081
0.24290220820189273,0.6148648648648649
0.25709779179810727,0.6148648648648649
0.25709779179810727,0.6216216216216216
0.27129337539432175,0.6216216216216216
0.27129337539432175,0.6351351351351351
0.277602523659306,0.6351351351351351
0.277602523659306,0.6418918918918919
0.2870662460567823,0.6418918918918919
0.2870662460567823,0.6486486486486487
0.29652996845425866,0.6486486486486487
0.29652996845425866,0.6554054054054054
0.2981072555205047,0.6554054054054054
0.2981072555205047,0.6621621621621622
0.305993690851735,0.6621621621621622
0.305993690851735,0.668918918918919
0.30757097791798105,0.668918918918919
0.30757097791798105,0.6756756756756757
0.30914826498422715,0.6756756756756757
0.30914826498422715,0.6824324324324325
0.3138801261829653,0.6824324324324325
0.3138801261829653,0.6891891891891891
0.3249211356466877,0.6891891891891891
0.3249211356466877,0.6959459459459459
0.3264984227129338,0.6959459459459459
0.3264984227129338,0.7027027027027027
0.361198738170347,0.7027027027027027
0.361198738170347,0.7094594594594594
0.3659305993690852,0.7094594594594594
0.3659305993690852,0.7162162162162162
0.3785488958990536,0.7162162162162162
0.3785488958990536,0.722972972972973
0.3801261829652997,0.722972972972973
0.3801261829652997,0.7297297297297297
0.4037854889589905,0.7297297297297297
0.4037854889589905,0.7364864864864865
0.4069400630914827,0.7364864864864865
0.4069400630914827,0.7432432432432432
0.4085173501577287,0.7432432432432432
0.4085173501577287,0.75
0.4116719242902208,0.75
0.4116719242902208,0.7702702702702703
0.41324921135646686,0.7702702702702703
0.41324921135646686,0.777027027027027
0.416403785488959,0.777027027027027
0.416403785488959,0.7837837837837838
0.4242902208201893,0.7837837837837838
0.4242902208201893,0.7905405405405406
0.43690851735015773,0.7905405405405406
0.43690851735015773,0.7972972972972973
0.4400630914826498,0.7972972972972973
0.4400630914826498,0.8108108108108109
0.4605678233438486,0.8108108108108109
0.4605678233438486,0.8175675675675675
0.46214511041009465,0.8175675675675675
0.46214511041009465,0.8243243243243243
0.47318611987381703,0.8243243243243243
0.47318611987381703,0.8445945945945946
0.49369085173501576,0.8445945945945946
0.49369085173501576,0.8513513513513513
0.4952681388012618,0.8513513513513513
0.4952681388012618,0.8581081081081081
0.5094637223974764,0.8581081081081081
0.5094637223974764,0.8648648648648649
0.5283911671924291,0.8648648648648649
0.5283911671924291,0.8716216216216216
0.5473186119873817,0.8716216216216216
0.5473186119873817,0.8783783783783784
0.5536277602523659,0.8783783783783784
0.5536277602523659,0.8851351351351351
0.5757097791798107,0.8851351351351351
0.5757097791798107,0.8918918918918919
0.6214511041009464,0.8918918918918919
0.6214511041009464,0.9054054054054054
0.6277602523659306,0.9054054054054054
0.6277602523659306,0.9121621621621622
0.6498422712933754,0.9121621621621622
0.6498422712933754,0.918918918918919
0.6529968454258676,0.918918918918919
0.6561514195583596,0.918918918918919
0.6624605678233438,0.918918918918919
0.6624605678233438,0.9324324324324325
0.6987381703470031,0.9324324324324325
0.6987381703470031,0.9391891891891891
0.7034700315457413,0.9391891891891891
0.7034700315457413,0.9459459459459459
0.944794952681388,0.9459459459459459
0.944794952681388,0.9527027027027027
0.9858044164037855,0.9527027027027027
0.9858044164037855,0.9594594594594594
0.9905362776025236,0.9594594594594594
0.9905362776025236,0.9662162162162162
0.9968454258675079,0.9662162162162162
0.9968454258675079,0.9797297297297297
1.0,0.9797297297297297
1.0,1.0
