drill,hole,prob_xgb,label_real,threshold_xgb,prediction,drill_lead_time
drill_4mm_05_batch_00_collet_1_30-01-2025,74,0.8849741,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,75,0.8165586,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,76,0.84307694,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,77,0.88261354,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,78,0.772674,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,79,0.42815387,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,80,0.30187777,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,81,0.66717863,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,82,0.7179797,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,83,0.35783377,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,84,0.49518907,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,85,0.22202963,0,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,86,0.54679674,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,87,0.2069365,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,88,0.3348521,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,89,0.25231856,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,90,0.739015,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,91,0.45460457,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,92,0.786225,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,93,0.7043782,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,94,0.58963376,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,95,0.27296615,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,96,0.46518302,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,97,0.19568941,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,98,0.2083493,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,99,0.060436435,1,0.1,0,73
drill_4mm_05_batch_00_collet_1_30-01-2025,100,0.10937559,1,0.1,0,73
drill_4mm_05_batch_00_collet_1_30-01-2025,101,0.17045063,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,102,0.56972384,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,103,0.21603028,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,104,0.45580313,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,105,0.38271663,1,0.1,1,73
drill_4mm_05_batch_00_collet_1_30-01-2025,106,0.2063521,1,0.1,1,73
drill_4mm_06_batch_00_collet_1_30-01-2025,1,0.0035932579,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,2,0.004850381,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,3,0.010539534,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,4,0.014079994,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,5,0.012344295,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,6,0.008879258,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,7,0.015012464,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,8,0.016265104,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,9,0.021882946,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,10,0.061648868,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,11,0.08069402,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,12,0.0866044,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,13,0.0732971,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,14,0.5147388,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,15,0.4018173,0,0.1,1,10
drill_4mm_06_batch_00_collet_1_30-01-2025,16,0.39063713,0,0.1,1,10
drill_4mm_06_batch_00_collet_1_30-01-2025,17,0.13028145,0,0.1,1,10
drill_4mm_06_batch_00_collet_1_30-01-2025,18,0.56952995,0,0.1,1,10
drill_4mm_06_batch_00_collet_1_30-01-2025,19,0.096053906,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,20,0.4472947,0,0.1,0,10
drill_4mm_06_batch_00_collet_1_30-01-2025,21,0.67517924,1,0.1,1,10
drill_4mm_06_batch_00_collet_1_30-01-2025,22,0.81292176,1,0.1,1,10
drill_4mm_06_batch_00_collet_1_30-01-2025,23,0.554124,1,0.1,1,10
drill_4mm_06_batch_00_collet_1_30-01-2025,24,0.34138018,1,0.1,1,10
drill_4mm_06_batch_00_collet_1_30-01-2025,25,0.5746678,1,0.1,1,10
drill_4mm_07_batch_00_collet_1_31-01-2025,1,0.007685385,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,2,0.008339338,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,3,0.012220576,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,4,0.6854075,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,5,0.29323307,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,6,0.14084749,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,7,0.043762762,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,8,0.11233127,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,9,0.14014277,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,10,0.039578076,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,11,0.050030656,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,12,0.37820002,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,13,0.0975201,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,14,0.22115082,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,15,0.22882275,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,16,0.10394879,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,17,0.42761326,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,18,0.28949836,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,19,0.1389277,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,20,0.42431742,0,0.6461901068687439,0,0
